export_created,job_id,high_priority,req_inkjet,export_company_name,name,qty_est,qty,jobtype,num_inserts,color,export_duedate,export_cur_status,purls,delivery,export_coordinator,paid,invoice,postage_class,postage_type,postage_amt,postage_affixed,postage_due,total,dist_type,mailsize,papertype,fold_type,snap_seal,snap_paper,paper_color,envelopepaper,envelopetype,permit,export_vend_name,export_sales,bw_color,simp_dup,rsm_provided_data,custom_envelope,variable_streetview,data_cost,parent_sheet_size,freight,quoted,add_expenses,clicks_n_paper,labor,production_notes,sf_freight,sf_pmod,sf_quoted,sf_clicks_paper,sf_labor,sf_data,sf_data_po,sf_outside_print,sf_op_po,sf_addit_expense,sf_addit_po
2019-10-04 11:31:15,78981,,no,Response Tech. (Aff),RTECH RP October,654,654,Letter,1,1/0,2019-11-29 00:00:00,Completed Production,no,,Heather Lunsford,true,571,Standard,Stamp,152.58,65.40,-65.40,152.28,None,8.5x11,#60,,,,,,Custom,,"[""Denver Redstone Production""]",Andy Cody,,,,1,,,,,,,,,"DATA:
CASS / Addr. Standardize / Postal paperwork prep
Set up letter in PSL to create PDF print files

PRINT:
Simplex - Reilly Properties Pre-Printed Letterhead - 4/0
See Sample in job jacket

PRODUCTION:
Trifold-letter size piece
Insert 1 piece into #10 non window envelope - White
Match Mailing
Inkjet Return address, mailing address and SackNPack

Return Address:
P.O. Box 460334
Glendale, CO 80246

Tagline: Personal and Confidential

MAIL:
Sort/tray/strap
Drop to Denver GMF",,,,,,,,,,,
2019-10-07 10:56:41,79044,,no,"Reliant Home Funding, Inc - Greg",Low Fico 2 11/7/2019,7000,9500,Letter,1,1/0,2019-11-07 00:00:00,Done,no,,Tori Randell,true,246487,First Class Pre-Sort,Permit Imprint,3887.10,,,6830.00,,,,,,,,,,1935,"[""RS W.Sac""]",Justin Restaino,0,1,no,0,no,,,,,,,,"PHONE NUMBER 1-866-889-0081

DO NOT TEST PURLS ON GREG’S JOBS

WAIT FOR CLIENT TO ANSWER ON PHONE CALL

INKJET
#10 White half window envelope with FC Eagle #1935 Permit
 If we don’t have the eagle indicia we use a live stamp. 

Qty: 

Color: 1/1

paper : 60# white 8.5x11

tri-fold and insert half window envelope with FC Eagle indicia 

BRING SAMPLE TO TORI FOR PROOFING. PRINT LONG EDGE

MAIL
Sort, Bundle, and Tray - 1st Class Pre-sort Due:  11/07/2019
DO NOT TEST PURLS ON GREG’S JOBS",,,,,,,,,,,
2019-10-14 09:03:06,79429,,yes,Overflowworks,Simplify - 09888-19,5000,4742,Letter,1,1/0,2019-11-01 00:00:00,Done,no,,Leslie Moores,true,245265,First Class Pre-Sort,Permit Imprint,1987.54,,,2560.89,None,8.5x11,,,,,,,,,"[""RS W.Sac""]",Andy Cody,0,1,no,1,no,,,,,,,,"PRINT
1/1
8.5X11 60# WHITE PAPER

FOLD
C FOLD

INSERT
INTO CUSTOM PRINTED 6X9 DOUBLE WINDOW ENVELOPES WITH ""2ND ATTMPT"" TAGLINE AND 1ST CLASS INDICIA 1935

FROM RS INTERNAL JOB# 79632

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY TO THE P.O. ",,,,,,,,,,,
2019-10-14 15:27:51,79491,,no,Overflowworks,Fairway Independent Mortgage - 10124-19 D3,2500,2501,Letter,1,4/0,2019-11-02 00:00:00,Done,no,,Leslie Moores,true,246155,First Class Pre-Sort,Permit Imprint,1045.72,,,1565.88,None,8.5x11,,,,,,,,,"[""Denver Redstone Production""]",Andy Cody,,,no,0,no,,,,,,,,"PRINT
4/1
8.5X11 60# WHITE PAPER

FOLD
C FOLD

INSERT
INTO #10 WHITE FULL WINDOW ENVELOPES

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY TO THE P.O.",,,,,,,,,,,
2019-10-14 15:29:24,79492,,no,Overflowworks,Fairway Independent Mortgage - 10124-19 D4,2500,2506,Letter,1,4/0,2019-11-08 00:00:00,Done,no,,Leslie Moores,true,246352,First Class Pre-Sort,Permit Imprint,1047.63,,,1531.08,None,8.5x11,,,,,,,,,"[""Denver Redstone Production""]",Andy Cody,,,no,0,no,,,,,,,,"PRINT
4/1
8.5X11 60# WHITE PAPER

FOLD
C FOLD

INSERT
INTO #10 WHITE FULL WINDOW ENVELOPES

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY TO THE P.O. ",,,,,,,,,,,
2019-10-17 08:02:40,79698,,no,Snap Pack Mail,Bluff City Properties Drop 1,183,170,Snap Pack,,4/0,2019-11-04 00:00:00,Hold,no,,Mika Hemphill,true,245457,Standard,Permit Imprint,0.00,,,25.00,None,,,Z-Fold,Pressure Seal,,,,,,"[""RS W.Sac""]",Andy Cody,1,1,no,0,no,,,,,,,,"PRINT
4/1 on
8.5X11 on GREEN Window Check Snap Stock

FOLD
C-FOLD AND PRESSURE SEAL

MAIL
SORT, BUNDLE, AND TRAY",,,,,,,,,,,
2019-10-17 09:25:56,79714,,no,Response Tech. (Aff),RTECH PEP St Thomas Calendar mailing,4035,4035,Print / Other,,1/0,2019-11-18 00:00:00,Done,no,,Heather Lunsford,true,592,,Permit Imprint,734.42,,,734.42,,Custom,Custom,,,,,,,5114,"[""Denver Redstone Production""]",Andy Cody,,,,0,,,,,,,,,"DATA:
CASS / Addr. Standardize / Postal paperwork prep
Create DBF File/CSV File for Inkjetting

PRODUCTION:
Hand Insert Letter and Calander into Customer supplied envelopes.
Inkjet on customer supplied envelopes
IMB
OEL
Address
City, State Zip

Inkjet Indicia (NonProfit, 5114)
Sort/tray/strap

MAIL:
Drop to Denver BEMU",,,,,,,,,,,
2019-10-17 14:36:04,79768,,yes,Print Project Managers,Metzinger Holiday Card,1169,1050,Letter,1,4/0,2019-11-25 00:00:00,Delivery / Mailed,no,,Lindsey Hemphill,true,247379,Standard,Stamp,267.43,105.00,162.43,352.43,None,6x9,,,,,,,,,"[""RS W.Sac""]",Andy Cody,,,no,1,no,,,,,,,,"PRINT 1/0
onto 6x9 regular white envelopes

INSERT (1) client supplied card

insert in blank 6x9

APPLY pre-cancelled standard CUSTOM RED PEAR STAMPS

MAIL sort, bundle, & tray - Standard 11/25",,,,,,,,,,,
2019-10-18 10:26:01,79824,,no,"AmLoss Claims & Arbitration, LLC.",Amloss BL WCHK,8000,7952,Snap Pack,1,1/0,2019-11-05 00:00:00,Done,no,,Megan Thompson,true,246148,Standard,Permit Imprint,2057.50,,,3114.37,Drop Ship,,,,,,,,,,"[""Atlanta Redstone Producton""]",Justin Restaino,,,,0,,,,,,,,,"PRINT
1/1
8.5x11 BLUE WINDOW CHECK SNAPS

FOLD
C FOLD AND PRESSURE SEAL

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY TO THE P.O. DROP SHIP VIA NPL",,,,,,,,,,,
2019-10-18 12:59:53,79840,,no,TriPoint Lending ,AL Chksnp 111119 AM,89435,89212,Snap Pack,,1/0,2019-11-04 00:00:00,Done,yes,,Megan Thompson,true,245743,Standard,Permit Imprint,21869.90,,,30341.37,Drop Ship,,,Z-Fold,Pressure Seal,,,,,,"[""Atlanta Redstone Producton""]",Andy Cody,,,no,0,no,,,,,,,,"PRINT
1/1
8.5x11 BLUE WINDOW CHECK SNAPS

FOLD
C FOLD AND PRESSURE SEAL

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY TO THE P.O. -- DROP SHIP",,,,,,,,,,,
2019-10-18 17:47:02,79868,,no,Overflowworks,Express Capital - 10142-19 D4,5004,4973,Letter,1,1/1,2019-11-06 00:00:00,Done,no,,Leslie Moores,true,246344,Standard,Permit Imprint,1418.93,,,2018.38,None,8.5x11,20#,,,,White,Brown Kraft,Double Window,1935,"[""RS W.Sac""]",Andy Cody,0,2,no,0,no,,,,,,,,"PRINT
1/1 8.5X14 60# WHITE PAPER

FOLD
ECCENTRIC C FOLD

INSERT
INTO 6X9 DOUBLE WINDOW ENVELOPES- STD 1935

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY TO THE P.O.

",,,,,,,,,,,
2019-10-21 13:20:42,79934,,yes,Mail King USA,QQ New 627 Vacaville,32921,32922,Post Card,,4/0,2019-11-05 00:00:00,Done,no,,Christine Lee,true,245692,Standard,Permit Imprint,533.49,,,6615.86,,5.5 x 8.5,,,,,,,,,"[""RS W.Sac""]",Andy Cody,,,,0,,,,,,,,," SHEET COUNT 8231

PRINT
4/4
4UP ON 12X18 100# WHITE GLOSS COVER

CUT
CUT TO FINAL SIZE OF 8.5X5.5

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY ",,,,,,,,,,,
2019-10-21 13:28:43,79937,,yes,Mail King USA,QQ New 216,36830,36831,Post Card,,4/0,2019-11-08 00:00:00,Done,no,,Christine Lee,true,245693,Standard,Permit Imprint,5996.75,,,8354.86,Drop Ship,5.5 x 8.5,,,,,,,,,"[""RS W.Sac""]",Andy Cody,,,,0,,,,,,,,,"SHEET COUNT 9208

PRINT
4/4
4UP ON 12X18 100# WHITE GLOSS COVER

CUT
CUT TO FINAL SIZE OF 8.5X5.5

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY ",,,,,,,,,,,
2019-10-21 15:50:02,79948,,no,TriPoint Lending ,AL Chksnp 111119 AT,76817,76641,Snap Pack,,1/0,2019-11-05 00:00:00,Done,yes,,Megan Thompson,true,245744,Standard,Permit Imprint,19417.66,,,26719.74,Drop Ship,,,C-Fold,Pressure Seal,,,,,,"[""Atlanta Redstone Producton""]",Andy Cody,,,no,0,no,,,,,,,,"PRINT
1/1
8.5x11 BLUE WINDOW CHECK SNAPS

FOLD
C FOLD AND PRESSURE SEAL

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY TO THE P.O. -- DROP SHIP",,,,,,,,,,,
2019-10-21 15:50:53,79949,,no,TriPoint Lending ,AL Chksnp 111119 DT,20977,20862,Snap Pack,,1/0,2019-11-05 00:00:00,Done,yes,,Megan Thompson,true,245779,Standard,Permit Imprint,5196.02,,,7230.77,Drop Ship,,,C-Fold,Pressure Seal,,,,,,"[""Denver Redstone Production""]",Andy Cody,,,no,0,no,,,,,,,,"PRINT
1/1
8.5x11 BLUE WINDOW CHECK SNAPS

FOLD
C FOLD AND PRESSURE SEAL

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY TO THE P.O. -- DROP SHIP",,,,,,,,,,,
2019-10-21 15:54:33,79951,,no,TriPoint Lending ,AL Chksnp 111119 CW,10837,10828,Snap Pack,,1/0,2019-11-06 00:00:00,Done,yes,,Megan Thompson,true,245758,Standard,Permit Imprint,2736.33,,,3801.22,Drop Ship,,,C-Fold,Pressure Seal,,,,,,"[""RS W.Sac""]",Andy Cody,,,no,0,no,,,,,,,,"PRINT
1/1
8.5x11 BLUE WINDOW CHECK SNAPS

FOLD
C FOLD AND PRESSURE SEAL

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY TO THE P.O. -- DROP SHIP",,,,,,,,,,,
2019-10-21 15:55:29,79952,,no,TriPoint Lending ,AL Chksnp 111119 ATh,8039,7925,Snap Pack,,1/0,2019-11-07 00:00:00,Done,yes,,Megan Thompson,true,245780,Standard,Permit Imprint,2028.86,,,2851.69,Drop Ship,,,C-Fold,Pressure Seal,,,,,,"[""Atlanta Redstone Producton""]",Andy Cody,,,no,0,no,,,,,,,,"PRINT
1/1
8.5x11 BLUE WINDOW CHECK SNAPS

FOLD
C FOLD AND PRESSURE SEAL

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY TO THE P.O. -- DROP SHIP",,,,,,,,,,,
2019-10-21 15:56:07,79954,,no,TriPoint Lending ,AL Chksnp 111119 AP,25342,25160,Snap Pack,,1/0,2019-11-07 00:00:00,Done,yes,,Megan Thompson,true,245775,Standard,Permit Imprint,6238.22,,,9828.14,PMOD,,,C-Fold,Pressure Seal,,,,,,"[""Atlanta Redstone Producton""]",Andy Cody,,,no,0,no,,,,,,,,"PRINT
1/1
8.5x11 BLUE WINDOW CHECK SNAPS

FOLD
C FOLD AND PRESSURE SEAL

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY TO THE P.O. -- PMOD",,,,,,,,,,,
2019-10-21 15:56:45,79955,,no,TriPoint Lending ,AL Chksnp 111119 DP,6681,6637,Snap Pack,,1/0,2019-11-07 00:00:00,Done,yes,,Megan Thompson,true,245825,Standard,Permit Imprint,1631.89,,,2606.90,PMOD,,,C-Fold,Pressure Seal,,,,,,"[""Denver Redstone Production""]",Andy Cody,,,no,0,no,,,,,,,,"PRINT
1/1
8.5x11 BLUE WINDOW CHECK SNAPS

FOLD
C FOLD AND PRESSURE SEAL

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY TO THE P.O. -- PMOD",,,,,,,,,,,
2019-10-21 15:57:56,79958,,no,TriPoint Lending ,AL Chksnp 111119 CP,10696,10518,Snap Pack,,1/0,2019-11-07 00:00:00,Done,yes,,Megan Thompson,true,245828,Standard,Permit Imprint,2.00,,,4024.30,PMOD,,,C-Fold,Pressure Seal,,,,,,"[""RS W.Sac""]",Andy Cody,,,no,0,no,,,,,,,,"PRINT
1/1
8.5x11 BLUE WINDOW CHECK SNAPS

FOLD
C FOLD AND PRESSURE SEAL

MAIL
SORT, BUNDLE, AND TRAY
PREPARE FOR DELIVERY TO THE P.O. -- PMOD",,,,,,,,,,,
2019-10-22 16:29:38,80043,,no,"Gillespie Brothers Enterprises, LLC",Monte PC1 110119,4058,4041,Post Card,,4/0,2019-11-01 00:00:00,Done,no,,Lindsey Hemphill,true,246092,First Class Pre-Sort,Permit Imprint,1036.76,,,1371.03,None,4 x 6,,,,,,,,,"[""RS W.Sac""]",Flip Talk,,,no,0,no,,,,,,,,"PRINT 4/1
QTY: 449 Sheets
9 up on 12x18 67# YELLOW vellum bristol

CHOP cut down to final size of 4x6

MAIL sort, bundle, & tray - 1st class 11/01",,,,,,,,,,,
2019-10-22 16:29:50,80044,,no,"Gillespie Brothers Enterprises, LLC",Monte PC1 110819,4045,4044,Post Card,,4/0,2019-11-08 00:00:00,Done,no,,Lindsey Hemphill,true,246481,First Class Pre-Sort,Permit Imprint,1044.56,,,1372.02,None,4 x 6,,,,,,,,,"[""RS W.Sac""]",Flip Talk,,,no,0,no,,,,,,,,"PRINT 4/1
QTY: 450 Sheets
9 up on 12x18 67# YELLOW vellum bristol

CHOP cut down to final size of 4x6

MAIL sort, bundle, & tray - 1st class 11/08",,,,,,,,,,,
2019-10-22 16:30:02,80045,,no,"Gillespie Brothers Enterprises, LLC",Monte PC1 111519,4263,4252,Post Card,,4/0,2019-11-15 00:00:00,Done,no,,Lindsey Hemphill,true,246785,First Class Pre-Sort,Permit Imprint,1089.83,,,1440.66,None,4 x 6,,,,,,,,,"[""RS W.Sac""]",Flip Talk,,,no,0,no,,,,,,,,"PRINT 4/1
QTY: 473 Sheets
9 up on 12x18 67# YELLOW vellum bristol

CHOP cut down to final size of 4x6

MAIL sort, bundle, & tray - 1st class 11/15",,,,,,,,,,,
2019-10-22 16:30:13,80046,,no,"Gillespie Brothers Enterprises, LLC",OC Monte PC1 112219,4155,4154,Post Card,,4/0,2019-11-22 00:00:00,Done,no,,Lindsey Hemphill,true,247243,First Class Pre-Sort,Permit Imprint,1065.60,,,1408.32,None,4 x 6,,,,,,,,,"[""RS W.Sac""]",Flip Talk,,,no,0,no,,,,,,,,"PRINT 4/1
QTY: 462 Sheets
9 up on 12x18 67# YELLOW vellum bristol

CHOP cut down to final size of 4x6

MAIL sort, bundle, & tray - 1st class 11/22",,,,,,,,,,,
2019-10-23 09:37:12,80088,,yes,Pacific Home Loans,FhA Spanish Drop 1  11/7/2019,5000,4989,Letter,1,4/0,2019-11-09 00:00:00,Done,yes,,Tori Randell,true,246398,Standard,Permit Imprint,1254.19,,,2447.20,PMOD,8.5x11,,,,,,,,1935,"[""RS W.Sac""]",Jared Phillips,,,yes,0,no,.025,,,,,,,"NOTE: __2_ phone numbers in data- If someone does not answer leave a VM please.

Check purls for all loan officers _2__

Loan Officers:
Erick	866-298-6744
		
Rafael	877-258-6198

QTY: 4989

PRINT 4/1

8.5x14 70# white paper 

Offset Double Parallel Fold  (1) Letter AND INSERT  into Custom Brown Kraft Single Window Envelope from part one with RED tagline from RS  INTERNAL: 80930

IMPORTANT INFORMATION REGARDING YOUR 
FHA MORTGAGE- PLEASE OPEN IMMEDIATELY

Informacion Importante acerca 
de tu prestamo de casa 

Mail

Sort bundle & tray. Class: PMOD   Due: 11/7/2019",,,,,,,,,,,
2019-10-23 09:38:34,80090,,no,Pacific Home Loans,FHA Spanish Drop 2 11/14/2019,5000,4991,Letter,1,1/0,2019-11-14 00:00:00,Done,yes,,Tori Randell,true,246732,Standard,Permit Imprint,1256.12,,,2448.16,PMOD,8.5x11,,,,,,,,1935,"[""RS W.Sac""]",Jared Phillips,,,yes,1,,,,,,,,,"NOTE: __2_ phone numbers in data- If someone does not answer leave a VM please.

Check purls for all loan officers _2__

Loan Officers:
Erick	866-298-6744
		
Rafael	877-258-6198

QTY: 4989

PRINT 4/1

8.5x14 70# white paper 

Offset Double Parallel Fold  (1) Letter AND INSERT  into Custom Brown Kraft Single Window Envelope from part one with RED tagline from RS  INTERNAL: 81344

IMPORTANT INFORMATION REGARDING YOUR 
FHA MORTGAGE- PLEASE OPEN IMMEDIATELY

Informacion Importante acerca 
de tu prestamo de casa 

Mail

Sort bundle & tray. Class: PMOD   Due 11/14/2019",,,,,,,,,,,
2019-10-23 09:39:41,80091,,yes,Pacific Home Loans,FHA Spanish Drop 3 11/21/2019,5000,4992,Letter,1,4/0,2019-11-21 00:00:00,Done,yes,,Tori Randell,true,247182,Standard,Permit Imprint,1256.37,,,2448.64,PMOD,8.5x11,,,,,,,,1935,"[""RS W.Sac""]",Jared Phillips,,,yes,1,no,.025,,,,,,,"NOTE: __2_ phone numbers in data- If someone does not answer leave a VM please.

Check purls for all loan officers _2__

Loan Officers:
Erick	866-298-6744
		
Rafael	877-258-6198

QTY: 

PRINT 4/1

8.5x14 70# white paper 

Offset Double Parallel Fold  (1) Letter AND INSERT  into Custom Brown Kraft Single Window Envelope from part one with RED tagline from RS  INTERNAL:81765

IMPORTANT INFORMATION REGARDING YOUR 
FHA MORTGAGE- PLEASE OPEN IMMEDIATELY

Informacion Importante acerca 
de tu prestamo de casa 

Mail

Sort bundle & tray. Class: PMOD   Due 11/21/2019",,,,,,,,,,,
2019-10-23 09:43:52,80092,,yes,"Reliant Home Funding, Inc - Carmelo",Reliant Carmelo 11/15/2019,1250,1251,Letter,1,1/0,2019-11-15 00:00:00,Done,no,,Tori Randell,true,246814,First Class Pre-Sort,Permit Imprint,522.92,,,996.19,,8.5x11,,,,,,,,1935,"[""Denver Redstone Production""]",Justin Restaino,,,,0,,,,,,,,,"1-800-599-0955
WAIT FOR CLIENT TO ANSWER ON PHONE CALL
INKJET
#10 White half window envelope with FC Eagle #1935 Permit
If we don’t have the eagle indicia we use a live stamp.
Qty:
Color: 1/1
paper : 60# white 8.5x11
tri-fold and insert half window envelope with FC Eagle indicia
BRING SAMPLE TO TORI FOR PROOFING. PRINT LONG EDGE
MAIL
Sort, Bundle, and Tray - 1st Class Pre-sort Due:11/15/2019",,,,,,,,,,,
2019-10-23 09:44:48,80093,,yes,"Reliant Home Funding, Inc - Carmelo",Reliant Carmelo 11/22/2019,1250,1250,Letter,1,1/0,2019-11-22 00:00:00,Done,no,,Tori Randell,true,246815,First Class Pre-Sort,Permit Imprint,523.17,,,996.19,,8.5x11,,,,,,,,1935,"[""Denver Redstone Production""]",Justin Restaino,,,,0,no,,,,,,,,"1-800-599-0955
WAIT FOR CLIENT TO ANSWER ON PHONE CALL
INKJET
#10 White half window envelope with FC Eagle #1935 Permit
If we don’t have the eagle indicia we use a live stamp.
Qty:
Color: 1/1
paper : 60# white 8.5x11
tri-fold and insert half window envelope with FC Eagle indicia
BRING SAMPLE TO TORI FOR PROOFING. PRINT LONG EDGE
MAIL
Sort, Bundle, and Tray - 1st Class Pre-sort Due:11/22/2019",,,,,,,,,,,
2019-10-23 09:46:17,80094,,yes,"Reliant Home Funding, Inc - Carmelo",Reliant Carmelo 11/29/2019,1250,1252,Letter,1,1/0,2019-11-29 00:00:00,Delivery / Mailed,no,,Tori Randell,true,246816,First Class Pre-Sort,Permit Imprint,524.39,,,996.19,None,8.5x11,,,,,,,,1935,"[""Denver Redstone Production""]",Justin Restaino,,,,0,,,,,,,,,"1-800-599-0955
WAIT FOR CLIENT TO ANSWER ON PHONE CALL
INKJET
#10 White half window envelope with FC Eagle #1935 Permit
If we don’t have the eagle indicia we use a live stamp.
Qty:
Color: 1/1
paper : 60# white 8.5x11
tri-fold and insert half window envelope with FC Eagle indicia
BRING SAMPLE TO TORI FOR PROOFING. PRINT LONG EDGE
MAIL
Sort, Bundle, and Tray - 1st Class Pre-sort Due:11/29/2019",,,,,,,,,,,
